Match Date,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
N/A,Indiana Pacers,Cleveland Cavaliers,113,120,+200,-244
N/A,Detroit Pistons,Charlotte Hornets,119,141,+208,-250
N/A,Boston Celtics,Denver Nuggets,108,102,-244,+204
N/A,Atlanta Hawks,San Antonio Spurs,121,136,-417,+322
N/A,Chicago Bulls,Minnesota Timberwolves,134,122,-122,+104
N/A,Utah Jazz,Orlando Magic,114,99,-769,+560
N/A,Portland Trail Blazers,New York Knicks,112,103,+156,-185
N/A,Washington Wizards,Sacramento Kings,110,123,+125,-147
N/A,New Orleans Pelicans,San Antonio Spurs,114,124,-238,+198
N/A,Charlotte Hornets,Memphis Grizzlies,118,125,+238,-286
N/A,Toronto Raptors,Denver Nuggets,109,110,-204,+174
N/A,Philadelphia 76ers,Cleveland Cavaliers,103,93,-145,+124
N/A,Miami Heat,Brooklyn Nets,115,111,-667,+470
N/A,Chicago Bulls,Oklahoma City Thunder,106,101,-588,+440
N/A,Golden State Warriors,Los Angeles Lakers,117,115,-263,+220
N/A,Dallas Mavericks,Los Angeles Clippers,97,99,-270,+224
N/A,Phoenix Suns,Orlando Magic,132,105,-2000,+1100
N/A,Boston Celtics,Atlanta Hawks,105,95,-294,+241
N/A,Indiana Pacers,Minnesota Timberwolves,120,129,+250,-312
N/A,Washington Wizards,Detroit Pistons,103,94,-159,+135
N/A,New York Knicks,Oklahoma City Thunder,123,127,-500,+391
N/A,Brooklyn Nets,Sacramento Kings,109,85,+106,-123
N/A,New Orleans Pelicans,Toronto Raptors,120,90,+138,-161
N/A,Milwaukee Bucks,Portland Trail Blazers,107,122,-625,+462
N/A,Chicago Bulls,San Antonio Spurs,120,109,-149,+129
N/A,Utah Jazz,Houston Rockets,135,101,-1429,+897
N/A,Denver Nuggets,Orlando Magic,121,111,-667,+492
N/A,Los Angeles Clippers,Golden State Warriors,119,104,+202,-244
N/A,Philadelphia 76ers,Boston Celtics,87,135,+108,-127
N/A,Miami Heat,Dallas Mavericks,99,107,-204,+172
N/A,Atlanta Hawks,Cleveland Cavaliers,124,116,-128,+112
N/A,New Orleans Pelicans,Memphis Grizzlies,109,121,+133,-159
N/A,Minnesota Timberwolves,Charlotte Hornets,126,120,-244,+200
N/A,Milwaukee Bucks,Indiana Pacers,128,119,-1000,+690
N/A,Phoenix Suns,Los Angeles Clippers,103,96,-909,+617
N/A,Orlando Magic,Atlanta Hawks,109,130,+181,-217
N/A,New York Knicks,Brooklyn Nets,106,111,-189,+161
N/A,Indiana Pacers,Washington Wizards,113,108,-112,-104
N/A,Boston Celtics,Detroit Pistons,111,112,-769,+556
N/A,Oklahoma City Thunder,San Antonio Spurs,106,114,+282,-345
N/A,Minnesota Timberwolves,Toronto Raptors,91,103,-109,-108
N/A,Memphis Grizzlies,Portland Trail Blazers,119,123,-769,+561
N/A,Chicago Bulls,Sacramento Kings,125,118,-227,+192
N/A,Phoenix Suns,Houston Rockets,124,121,-2000,+1062
N/A,Los Angeles Lakers,Utah Jazz,106,101,+150,-179
N/A,Golden State Warriors,Denver Nuggets,116,117,-204,+170
N/A,Charlotte Hornets,Miami Heat,107,111,+148,-172
N/A,Brooklyn Nets,Washington Wizards,103,117,-192,+165
N/A,New Orleans Pelicans,Dallas Mavericks,118,125,+120,-139
N/A,Milwaukee Bucks,Philadelphia 76ers,120,123,-263,+223
N/A,Los Angeles Clippers,Houston Rockets,142,111,-556,+422
N/A,Team LeBron,Team Durant,163,160,-238,+184
N/A,Detroit Pistons,Cleveland Cavaliers,106,103,+188,-222
N/A,Brooklyn Nets,Boston Celtics,106,129,+315,-400
N/A,Oklahoma City Thunder,Phoenix Suns,104,124,+419,-556
N/A,Minnesota Timberwolves,Memphis Grizzlies,119,114,+110,-130
N/A,Chicago Bulls,Atlanta Hawks,112,108,-147,+125
N/A,Sacramento Kings,Denver Nuggets,110,128,+148,-172
N/A,Portland Trail Blazers,Golden State Warriors,95,132,+411,-556
N/A,Washington Wizards,San Antonio Spurs,153,157,+140,-164
N/A,Orlando Magic,Houston Rockets,119,111,-159,+135
N/A,Indiana Pacers,Oklahoma City Thunder,125,129,-323,+263
N/A,Charlotte Hornets,Toronto Raptors,125,93,+108,-127
N/A,New York Knicks,Miami Heat,100,115,+190,-227
N/A,Minnesota Timberwolves,Philadelphia 76ers,102,133,+116,-135
N/A,Utah Jazz,Dallas Mavericks,114,109,-238,+198
N/A,Phoenix Suns,New Orleans Pelicans,102,117,-244,+204
N/A,Los Angeles Lakers,Los Angeles Clippers,102,105,-149,+127
N/A,Detroit Pistons,Boston Celtics,104,113,+541,-769
N/A,Atlanta Hawks,Toronto Raptors,127,100,-172,+145
N/A,Miami Heat,San Antonio Spurs,133,129,-909,+605
N/A,Cleveland Cavaliers,Washington Wizards,92,86,-370,+295
N/A,Chicago Bulls,Memphis Grizzlies,110,116,+112,-132
N/A,Milwaukee Bucks,Brooklyn Nets,123,126,-455,+357
N/A,Denver Nuggets,Sacramento Kings,115,110,-357,+283
N/A,New York Knicks,Philadelphia 76ers,109,125,+263,-323
N/A,Phoenix Suns,Utah Jazz,114,118,+125,-145
N/A,Indiana Pacers,Boston Celtics,128,107,+329,-417
N/A,Houston Rockets,Los Angeles Clippers,98,99,+222,-270
N/A,Charlotte Hornets,Detroit Pistons,126,127,-526,+392
N/A,Golden State Warriors,Dallas Mavericks,101,107,-167,+141
N/A,Portland Trail Blazers,Denver Nuggets,92,124,+278,-345
N/A,Los Angeles Lakers,New Orleans Pelicans,95,123,-135,+114
N/A,Orlando Magic,Indiana Pacers,119,103,-139,+119
N/A,Cleveland Cavaliers,Minnesota Timberwolves,122,127,+138,-161
N/A,Miami Heat,Chicago Bulls,112,99,-189,+161
N/A,Brooklyn Nets,Toronto Raptors,97,133,+127,-149
N/A,Oklahoma City Thunder,Sacramento Kings,110,131,+177,-208
N/A,Milwaukee Bucks,Charlotte Hornets,130,106,-526,+400
N/A,Memphis Grizzlies,San Antonio Spurs,118,105,-370,+294
N/A,Washington Wizards,Detroit Pistons,116,113,-159,+134
N/A,Toronto Raptors,Brooklyn Nets,109,108,-333,+268
N/A,Boston Celtics,Atlanta Hawks,107,98,-256,+213
N/A,Minnesota Timberwolves,Golden State Warriors,129,114,+138,-164
N/A,Houston Rockets,Los Angeles Clippers,100,113,+225,-270
N/A,Los Angeles Lakers,Dallas Mavericks,104,109,+161,-189
N/A,Orlando Magic,Indiana Pacers,114,122,+110,-132
N/A,Cleveland Cavaliers,Charlotte Hornets,98,119,-175,+150
N/A,Philadelphia 76ers,New York Knicks,123,108,-556,+422
N/A,New Orleans Pelicans,Sacramento Kings,125,95,-244,+204
N/A,Milwaukee Bucks,Miami Heat,120,119,-182,+154
N/A,Houston Rockets,Utah Jazz,127,132,+850,-1429
N/A,Denver Nuggets,Oklahoma City Thunder,107,119,-1429,+869
N/A,Phoenix Suns,Portland Trail Blazers,120,90,-625,+461
N/A,Atlanta Hawks,Chicago Bulls,130,124,-123,+106
N/A,Toronto Raptors,Detroit Pistons,106,108,-357,+286
N/A,Brooklyn Nets,Miami Heat,107,113,-149,+127
N/A,Boston Celtics,Memphis Grizzlies,120,107,-127,+108
N/A,San Antonio Spurs,Sacramento Kings,112,115,-256,+211
N/A,Dallas Mavericks,Golden State Warriors,122,113,-119,+102
N/A,Los Angeles Clippers,Los Angeles Lakers,132,111,-128,+110
N/A,Washington Wizards,Atlanta Hawks,114,117,+185,-222
N/A,Philadelphia 76ers,Cleveland Cavaliers,125,119,-323,+266
N/A,Detroit Pistons,Indiana Pacers,111,106,+124,-145
N/A,Toronto Raptors,Orlando Magic,97,103,-323,+265
N/A,Chicago Bulls,Milwaukee Bucks,112,118,+170,-204
N/A,Oklahoma City Thunder,Minnesota Timberwolves,101,138,+367,-476
N/A,New Orleans Pelicans,Utah Jazz,124,90,+165,-192
N/A,Denver Nuggets,Houston Rockets,116,101,-417,+326
N/A,Phoenix Suns,New York Knicks,115,114,-250,+206
N/A,Dallas Mavericks,Sacramento Kings,114,113,-189,+161
N/A,Charlotte Hornets,San Antonio Spurs,123,117,-169,+144
N/A,Minnesota Timberwolves,Portland Trail Blazers,135,121,-1111,+728
N/A,Miami Heat,Philadelphia 76ers,99,82,-217,+181
N/A,Memphis Grizzlies,Orlando Magic,124,96,-1667,+986
N/A,Los Angeles Lakers,Golden State Warriors,124,116,+188,-222
N/A,Boston Celtics,Brooklyn Nets,126,120,-227,+189
N/A,Milwaukee Bucks,Phoenix Suns,132,122,-417,+337
N/A,Washington Wizards,Indiana Pacers,133,123,-135,+114
N/A,Oklahoma City Thunder,Utah Jazz,103,116,+697,-1111
N/A,Houston Rockets,Memphis Grizzlies,123,112,+446,-588
N/A,Cleveland Cavaliers,Toronto Raptors,104,96,-192,+162
N/A,Denver Nuggets,New Orleans Pelicans,138,130,-179,+154
N/A,Los Angeles Clippers,New York Knicks,93,116,-227,+189
N/A,Philadelphia 76ers,Chicago Bulls,121,106,-323,+267
N/A,Detroit Pistons,Atlanta Hawks,113,110,+256,-312
N/A,Miami Heat,Houston Rockets,123,106,-2000,+1019
N/A,Minnesota Timberwolves,Portland Trail Blazers,124,81,-1000,+659
N/A,San Antonio Spurs,Los Angeles Lakers,117,110,-263,+219
N/A,Dallas Mavericks,Utah Jazz,111,103,-103,-114
N/A,Denver Nuggets,Golden State Warriors,131,124,-345,+279
N/A,Sacramento Kings,New York Knicks,115,131,-175,+149
N/A,Orlando Magic,Phoenix Suns,99,102,+199,-238
N/A,Indiana Pacers,Cleveland Cavaliers,124,127,+120,-139
N/A,Charlotte Hornets,Brooklyn Nets,121,132,+158,-189
N/A,Memphis Grizzlies,New Orleans Pelicans,132,111,-345,+282
N/A,Oklahoma City Thunder,Milwaukee Bucks,115,142,+660,-1000
N/A,Golden State Warriors,Los Angeles Clippers,112,97,-238,+199
N/A,Detroit Pistons,Chicago Bulls,108,114,+217,-263
N/A,Charlotte Hornets,Boston Celtics,101,115,+225,-278
N/A,Miami Heat,Phoenix Suns,90,111,-175,+149
N/A,New Orleans Pelicans,Orlando Magic,102,108,-370,+293
N/A,Minnesota Timberwolves,Oklahoma City Thunder,132,102,-1429,+864
N/A,Milwaukee Bucks,Atlanta Hawks,124,115,-196,+163
N/A,Houston Rockets,Los Angeles Lakers,139,130,+250,-312
N/A,San Antonio Spurs,Toronto Raptors,104,119,-102,-115
N/A,Dallas Mavericks,New York Knicks,77,107,-400,+312
N/A,Utah Jazz,Portland Trail Blazers,123,85,-3333,+1483
N/A,Sacramento Kings,Denver Nuggets,100,106,+215,-263
N/A,Los Angeles Clippers,Washington Wizards,115,109,-164,+141
N/A,Philadelphia 76ers,Brooklyn Nets,100,129,-172,+148
N/A,Denver Nuggets,Golden State Warriors,102,113,+102,-120
N/A,Orlando Magic,Minnesota Timberwolves,118,110,+301,-370
N/A,Boston Celtics,Detroit Pistons,114,103,-1111,+739
N/A,Atlanta Hawks,Los Angeles Clippers,112,106,-303,+246
N/A,New Orleans Pelicans,Charlotte Hornets,120,142,+134,-156
N/A,Miami Heat,Cleveland Cavaliers,117,105,-345,+280
N/A,Memphis Grizzlies,New York Knicks,118,114,-417,+328
N/A,Houston Rockets,Dallas Mavericks,100,113,+436,-588
N/A,San Antonio Spurs,Utah Jazz,104,102,+185,-222
N/A,Phoenix Suns,Toronto Raptors,112,117,-200,+167
N/A,Los Angeles Lakers,Washington Wizards,122,109,-185,+159
N/A,San Antonio Spurs,Indiana Pacers,108,119,-122,+104
N/A,Miami Heat,Minnesota Timberwolves,104,113,-161,+138
N/A,Chicago Bulls,Cleveland Cavaliers,101,91,-200,+169
N/A,Golden State Warriors,Milwaukee Bucks,122,109,+116,-137
N/A,Utah Jazz,Sacramento Kings,134,125,-417,+332
N/A,Denver Nuggets,Toronto Raptors,115,127,-278,+227
N/A,Portland Trail Blazers,Washington Wizards,127,118,+213,-263
N/A,Brooklyn Nets,New York Knicks,110,107,-222,+186
N/A,Detroit Pistons,Los Angeles Clippers,102,106,+156,-182
N/A,Boston Celtics,Dallas Mavericks,92,95,-270,+224
N/A,Orlando Magic,Philadelphia 76ers,114,116,+469,-625
N/A,Oklahoma City Thunder,Memphis Grizzlies,118,125,+783,-1250
N/A,New Orleans Pelicans,Houston Rockets,130,105,-256,+218
N/A,Atlanta Hawks,Indiana Pacers,131,128,-769,+558
N/A,Phoenix Suns,Los Angeles Lakers,140,111,-303,+247
N/A,Cleveland Cavaliers,Los Angeles Clippers,120,111,-294,+239
N/A,Philadelphia 76ers,Denver Nuggets,110,114,-161,+138
N/A,Atlanta Hawks,Portland Trail Blazers,122,113,-1111,+718
N/A,Oklahoma City Thunder,Charlotte Hornets,116,134,+471,-625
N/A,San Antonio Spurs,Minnesota Timberwolves,139,149,+137,-161
N/A,Utah Jazz,Milwaukee Bucks,111,117,-130,+112
N/A,Sacramento Kings,Chicago Bulls,112,103,+158,-189
N/A,Golden State Warriors,Washington Wizards,126,112,-714,+515
N/A,Los Angeles Lakers,Toronto Raptors,103,114,+156,-185
N/A,Orlando Magic,Brooklyn Nets,108,150,+384,-500
N/A,Indiana Pacers,Memphis Grizzlies,102,135,+208,-250
N/A,Miami Heat,Detroit Pistons,105,98,-1250,+761
N/A,New Orleans Pelicans,Phoenix Suns,115,131,+159,-189
N/A,Washington Wizards,Denver Nuggets,109,127,+216,-263
N/A,Cleveland Cavaliers,Philadelphia 76ers,114,118,+145,-169
N/A,Charlotte Hornets,Atlanta Hawks,116,106,-110,-106
N/A,New York Knicks,Portland Trail Blazers,128,98,-833,+579
N/A,Brooklyn Nets,Dallas Mavericks,111,113,+124,-145
N/A,Minnesota Timberwolves,Los Angeles Lakers,124,104,-370,+299
N/A,Houston Rockets,Phoenix Suns,112,129,+384,-500
N/A,San Antonio Spurs,Oklahoma City Thunder,122,120,-714,+515
N/A,Utah Jazz,Chicago Bulls,125,110,-278,+227
N/A,Sacramento Kings,Milwaukee Bucks,126,135,+313,-400
N/A,Golden State Warriors,Boston Celtics,88,110,-122,+104
N/A,Los Angeles Clippers,Toronto Raptors,100,103,+116,-137
N/A,Orlando Magic,Detroit Pistons,120,134,-149,+127
N/A,Philadelphia 76ers,Dallas Mavericks,111,101,-169,+147
N/A,Toronto Raptors,Los Angeles Lakers,123,128,-357,+291
N/A,New York Knicks,Washington Wizards,100,97,-244,+204
N/A,Cleveland Cavaliers,Denver Nuggets,119,116,+121,-141
N/A,Brooklyn Nets,Portland Trail Blazers,128,123,-1429,+825
N/A,Atlanta Hawks,Memphis Grizzlies,120,105,+217,-263
N/A,Miami Heat,Oklahoma City Thunder,120,108,-1429,+835
N/A,Houston Rockets,Indiana Pacers,118,121,+149,-175
N/A,San Antonio Spurs,New Orleans Pelicans,91,124,-119,+102
N/A,Utah Jazz,Los Angeles Clippers,121,92,-217,+179
N/A,Sacramento Kings,Boston Celtics,97,126,+408,-526
N/A,Phoenix Suns,Chicago Bulls,129,102,-189,+161
N/A,Minnesota Timberwolves,Milwaukee Bucks,138,119,-147,+127
N/A,Charlotte Hornets,Dallas Mavericks,129,108,-139,+119
N/A,Washington Wizards,Los Angeles Lakers,127,119,+108,-125
N/A,Cleveland Cavaliers,Detroit Pistons,113,109,-238,+196
N/A,Indiana Pacers,Portland Trail Blazers,129,98,-294,+242
N/A,Houston Rockets,Memphis Grizzlies,98,122,+560,-769
N/A,Sacramento Kings,Phoenix Suns,124,127,+274,-345
N/A,Orlando Magic,Oklahoma City Thunder,90,85,-345,+281
N/A,Atlanta Hawks,New Orleans Pelicans,112,117,-200,+171
N/A,New York Knicks,Utah Jazz,93,108,+135,-159
N/A,Denver Nuggets,Boston Celtics,104,124,+124,-145
N/A,Philadelphia 76ers,Toronto Raptors,88,93,-333,+265
N/A,Golden State Warriors,San Antonio Spurs,108,110,-256,+213
N/A,Detroit Pistons,Portland Trail Blazers,115,119,-435,+343
N/A,Cleveland Cavaliers,Los Angeles Lakers,120,131,-192,+164
N/A,Charlotte Hornets,New Orleans Pelicans,106,103,-217,+181
N/A,Philadelphia 76ers,Miami Heat,113,106,+276,-333
N/A,Brooklyn Nets,Utah Jazz,114,106,+112,-130
N/A,Oklahoma City Thunder,Boston Celtics,123,132,+644,-909
N/A,Houston Rockets,Washington Wizards,115,97,+137,-161
N/A,Chicago Bulls,Toronto Raptors,113,99,-167,+141
N/A,Dallas Mavericks,Minnesota Timberwolves,110,108,-116,-101
N/A,Orlando Magic,Golden State Warriors,94,90,+254,-312
N/A,New York Knicks,Atlanta Hawks,111,117,+141,-164
N/A,Milwaukee Bucks,Chicago Bulls,126,98,-256,+214
N/A,Denver Nuggets,Los Angeles Clippers,127,115,-263,+218
N/A,Indiana Pacers,Sacramento Kings,109,110,-238,+197
N/A,Detroit Pistons,Atlanta Hawks,122,101,+168,-200
N/A,Charlotte Hornets,New York Knicks,106,121,-357,+283
N/A,Miami Heat,Golden State Warriors,104,118,-476,+376
N/A,Memphis Grizzlies,Brooklyn Nets,132,120,-109,-109
N/A,Boston Celtics,Utah Jazz,125,97,-189,+160
N/A,Oklahoma City Thunder,Orlando Magic,118,102,+110,-130
N/A,Minnesota Timberwolves,Phoenix Suns,116,125,-122,+104
N/A,Dallas Mavericks,Houston Rockets,110,91,-500,+394
N/A,Portland Trail Blazers,San Antonio Spurs,96,133,+353,-455
N/A,Los Angeles Lakers,Philadelphia 76ers,121,126,+355,-455
N/A,Toronto Raptors,Cleveland Cavaliers,117,104,-208,+177
N/A,New Orleans Pelicans,Chicago Bulls,126,109,-154,+131
N/A,Milwaukee Bucks,Washington Wizards,114,102,-385,+309
N/A,Memphis Grizzlies,Indiana Pacers,133,103,-667,+484
N/A,Denver Nuggets,Phoenix Suns,130,140,-116,-101
N/A,Detroit Pistons,Washington Wizards,97,100,-172,+147
N/A,Charlotte Hornets,Utah Jazz,107,101,+144,-169
N/A,Atlanta Hawks,Golden State Warriors,121,110,-132,+112
N/A,Minnesota Timberwolves,Dallas Mavericks,116,95,-172,+147
N/A,Miami Heat,New York Knicks,103,111,-476,+365
N/A,Portland Trail Blazers,Houston Rockets,106,125,+156,-182
N/A,Los Angeles Clippers,Philadelphia 76ers,97,122,+181,-217
N/A,New Orleans Pelicans,San Antonio Spurs,103,107,-238,+200
N/A,Orlando Magic,Sacramento Kings,110,114,-137,+117
N/A,Toronto Raptors,Indiana Pacers,131,91,-714,+518
N/A,Miami Heat,Brooklyn Nets,95,110,+119,-139
N/A,Memphis Grizzlies,Milwaukee Bucks,127,102,-109,-108
N/A,Cleveland Cavaliers,Chicago Bulls,94,98,-127,+108
N/A,Denver Nuggets,Oklahoma City Thunder,113,107,-2000,+1137
N/A,Portland Trail Blazers,Houston Rockets,98,115,+150,-175
N/A,Detroit Pistons,New York Knicks,102,104,+160,-185
N/A,Washington Wizards,Golden State Warriors,123,115,+224,-270
N/A,Phoenix Suns,Philadelphia 76ers,114,104,-189,+160
N/A,Boston Celtics,Minnesota Timberwolves,134,112,-227,+191
N/A,New Orleans Pelicans,Los Angeles Lakers,116,108,-152,+129
N/A,Dallas Mavericks,Utah Jazz,114,100,-135,+114
N/A,Brooklyn Nets,Charlotte Hornets,110,119,-270,+225
N/A,Indiana Pacers,Atlanta Hawks,123,132,+270,-333
N/A,Cleveland Cavaliers,Orlando Magic,107,101,-385,+304
N/A,Charlotte Hornets,Denver Nuggets,109,113,+131,-154
N/A,Toronto Raptors,Boston Celtics,115,112,-370,+287
N/A,New York Knicks,Chicago Bulls,109,104,+141,-164
N/A,Miami Heat,Sacramento Kings,123,100,-1111,+749
N/A,Memphis Grizzlies,Golden State Warriors,123,95,-500,+382
N/A,Houston Rockets,San Antonio Spurs,120,123,+347,-435
N/A,Portland Trail Blazers,Oklahoma City Thunder,131,134,-115,-101
N/A,Washington Wizards,Chicago Bulls,94,107,+152,-179
N/A,Philadelphia 76ers,Milwaukee Bucks,116,118,-105,-111
N/A,Dallas Mavericks,Los Angeles Lakers,128,110,-769,+534
N/A,Brooklyn Nets,Detroit Pistons,130,123,-1111,+727
N/A,Los Angeles Clippers,Utah Jazz,121,115,+114,-133
N/A,Washington Wizards,Orlando Magic,127,110,-167,+144
N/A,Indiana Pacers,Denver Nuggets,118,125,+382,-500
N/A,Cleveland Cavaliers,Dallas Mavericks,112,120,+108,-127
N/A,Toronto Raptors,Minnesota Timberwolves,125,102,-141,+121
N/A,New York Knicks,Charlotte Hornets,114,125,+122,-143
N/A,Boston Celtics,Miami Heat,98,106,-204,+171
N/A,Oklahoma City Thunder,Atlanta Hawks,118,136,+648,-1000
N/A,Houston Rockets,Sacramento Kings,118,121,+127,-149
N/A,San Antonio Spurs,Memphis Grizzlies,111,112,+170,-200
N/A,Portland Trail Blazers,New Orleans Pelicans,107,117,+825,-1250
N/A,Golden State Warriors,Phoenix Suns,103,107,+167,-196
N/A,Detroit Pistons,Philadelphia 76ers,102,94,+376,-500
N/A,Brooklyn Nets,Milwaukee Bucks,119,120,-128,+110
N/A,Atlanta Hawks,Cleveland Cavaliers,131,107,-250,+206
N/A,Chicago Bulls,Los Angeles Clippers,135,130,-137,+117
N/A,Utah Jazz,Los Angeles Lakers,122,109,-1111,+716
N/A,Washington Wizards,Dallas Mavericks,135,103,+264,-323
N/A,Orlando Magic,Toronto Raptors,89,102,+491,-667
N/A,Boston Celtics,Indiana Pacers,128,123,-1667,+893
N/A,Oklahoma City Thunder,Detroit Pistons,101,110,+154,-179
N/A,Milwaukee Bucks,Los Angeles Clippers,119,153,-159,+136
N/A,Memphis Grizzlies,Phoenix Suns,122,114,+263,-323
N/A,Houston Rockets,Sacramento Kings,117,122,+129,-152
N/A,San Antonio Spurs,Portland Trail Blazers,130,111,-1111,+733
N/A,Denver Nuggets,Minnesota Timberwolves,130,136,-152,+129
N/A,Los Angeles Lakers,New Orleans Pelicans,111,114,-128,+110
N/A,Philadelphia 76ers,Charlotte Hornets,144,114,-222,+187
N/A,New York Knicks,Cleveland Cavaliers,101,119,-125,+106
N/A,Atlanta Hawks,Brooklyn Nets,122,115,+110,-128
N/A,Chicago Bulls,Miami Heat,109,127,+121,-143
N/A,Golden State Warriors,Utah Jazz,111,107,+118,-137
N/A,Milwaukee Bucks,Dallas Mavericks,112,118,-263,+221
N/A,Boston Celtics,Washington Wizards,144,102,-1000,+680
N/A,Los Angeles Lakers,Denver Nuggets,118,129,+185,-227
N/A,Indiana Pacers,Detroit Pistons,117,121,-192,+161
N/A,Orlando Magic,New York Knicks,88,118,+177,-208
N/A,Cleveland Cavaliers,Philadelphia 76ers,108,112,+177,-213
N/A,Toronto Raptors,Miami Heat,109,114,-196,+165
N/A,San Antonio Spurs,Portland Trail Blazers,113,92,-1111,+727
N/A,Oklahoma City Thunder,Phoenix Suns,117,96,+822,-1429
N/A,Houston Rockets,Minnesota Timberwolves,132,139,+677,-1111
N/A,Sacramento Kings,Golden State Warriors,90,109,+162,-189
N/A,Los Angeles Clippers,New Orleans Pelicans,119,100,-128,+108
N/A,Orlando Magic,Cleveland Cavaliers,120,115,+276,-345
N/A,Indiana Pacers,Philadelphia 76ers,122,131,+491,-667
N/A,Toronto Raptors,Atlanta Hawks,118,108,-179,+152
N/A,Miami Heat,Charlotte Hornets,144,115,-185,+158
N/A,Brooklyn Nets,Houston Rockets,118,105,-2000,+1073
N/A,Oklahoma City Thunder,Portland Trail Blazers,98,94,-161,+138
N/A,Minnesota Timberwolves,Washington Wizards,114,132,-769,+531
N/A,Chicago Bulls,Milwaukee Bucks,106,127,+218,-263
N/A,Utah Jazz,Memphis Grizzlies,121,115,-244,+200
N/A,Denver Nuggets,San Antonio Spurs,97,116,-385,+309
N/A,Sacramento Kings,New Orleans Pelicans,109,123,+263,-323
N/A,Phoenix Suns,Los Angeles Lakers,121,110,-833,+595
N/A,Detroit Pistons,Dallas Mavericks,113,131,+318,-400
N/A,New York Knicks,Brooklyn Nets,98,110,+231,-278
N/A,Chicago Bulls,Boston Celtics,94,117,+254,-312
N/A,Atlanta Hawks,Washington Wizards,118,103,-526,+413
N/A,Utah Jazz,Oklahoma City Thunder,137,101,-1429,+819
N/A,Los Angeles Clippers,Phoenix Suns,113,109,-303,+244
N/A,Charlotte Hornets,Orlando Magic,128,101,-1250,+773
N/A,Toronto Raptors,Philadelphia 76ers,119,114,+134,-156
N/A,Milwaukee Bucks,Boston Celtics,127,121,-370,+296
N/A,New Orleans Pelicans,Portland Trail Blazers,127,94,-2000,+1068
N/A,Minnesota Timberwolves,San Antonio Spurs,127,121,-286,+236
N/A,Denver Nuggets,Memphis Grizzlies,122,109,-175,+149
N/A,Golden State Warriors,Los Angeles Lakers,128,112,-1250,+765
N/A,Washington Wizards,New York Knicks,92,114,+135,-159
N/A,Detroit Pistons,Milwaukee Bucks,101,131,+395,-526
N/A,Toronto Raptors,Houston Rockets,117,115,-769,+551
N/A,Brooklyn Nets,Cleveland Cavaliers,118,107,-357,+290
N/A,Miami Heat,Atlanta Hawks,113,109,-120,+104
N/A,Chicago Bulls,Charlotte Hornets,117,133,-139,+118
N/A,Dallas Mavericks,Portland Trail Blazers,128,78,-5000,+1496
N/A,Utah Jazz,Phoenix Suns,105,111,-149,+127
N/A,Los Angeles Lakers,Oklahoma City Thunder,120,101,-238,+199
N/A,Philadelphia 76ers,Indiana Pacers,133,120,-1250,+752
N/A,Memphis Grizzlies,New Orleans Pelicans,141,114,-303,+254
N/A,San Antonio Spurs,Golden State Warriors,94,100,+231,-278
N/A,Los Angeles Clippers,Sacramento Kings,117,98,-769,+557
N/A,Houston Rockets,Atlanta Hawks,114,130,+526,-769
N/A,Cleveland Cavaliers,Milwaukee Bucks,133,115,-400,+315
N/A,Charlotte Hornets,Washington Wizards,124,108,-909,+604
N/A,Brooklyn Nets,Indiana Pacers,134,126,-2000,+1039
N/A,Philadelphia 76ers,Detroit Pistons,118,106,-270,+221
N/A,Orlando Magic,Miami Heat,125,111,+238,-294
N/A,New York Knicks,Toronto Raptors,105,94,-104,-112
N/A,Memphis Grizzlies,Boston Celtics,110,139,+305,-370
N/A,Minnesota Timberwolves,Chicago Bulls,120,124,-303,+246
N/A,Portland Trail Blazers,Utah Jazz,80,111,+980,-1667
N/A,Phoenix Suns,Sacramento Kings,109,116,-526,+409
N/A,New Orleans Pelicans,Golden State Warriors,107,128,+220,-270
N/A,Los Angeles Clippers,Oklahoma City Thunder,138,88,-714,+523
N/A,Denver Nuggets,Los Angeles Lakers,141,146,-244,+202
N/A,Dallas Mavericks,San Antonio Spurs,130,120,-556,+420
